timestamp,time_s,mission_id,mission_phase,lat,lon,alt_m,speed_ms,gps_satellites,hdop,roll_deg,pitch_deg,yaw_deg,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,battery_pct,voltage_v,current_a,motor_temp_c,rssi_dbm,anomaly,anomaly_type
2024-03-15 10:00:22,22,0,takeoff,40.418344,-3.702546,11.75,10747,13,1.41,4112,3732,27056,0.0116,0.1203,1.0217,-393,542,575,98.01,21.85,16761,64.93,-68.3,0,normal
2024-03-15 10:00:23,23,0,takeoff,40.418229,-3.70242,11.42,6368,13,1.31,6607,4187,27029,-0.3365,381,1.0178,631,874,442,98.01,21818,13169,58.1,-70.9,0,normal
2024-03-15 10:00:24,24,0,takeoff,40.418231,-3.702524,11.9,888,11,1.28,5796,3834,29.05,0.3465,-0.0342,0.9912,623,274,1.27,98.23,21866,8889,50.29,-65.8,0,normal
2024-03-15 10:00:25,25,0,takeoff,40.41822,-3.702405,12.53,10491,12,1.36,6755,3193,29376,0.2448,-0.1608,0.9974,5,-1919,1.41,97.93,21828,16731,65.54,-69.4,0,normal
2024-03-15 10:00:26,26,0,takeoff,40.418112,-3.702333,13.32,6967,11,1.29,5574,1404,31247,-0.3158,0.1511,1.0181,921,1314,2065,97.91,21701,13527,58.61,-67.4,0,normal
2024-03-15 10:00:27,27,0,takeoff,40.418141,-3.702277,13.05,4177,11,1.31,7553,4805,32.77,-146,-0.1605,1.0188,-0.59,583,1699,98.02,21892,11316,54.71,-71.1,0,normal
2024-03-15 10:00:28,28,0,takeoff,40.418045,-3.702284,13.41,7599,13,1.22,6783,775,33493,-0.1621,-0.0698,0.9982,-843,-915,1893,97.89,21797,13815,60.86,-65.2,0,normal
2024-03-15 10:00:29,29,0,takeoff,40.418011,-3.702218,14.32,5472,12,1.57,5769,2946,35076,-0.0177,0.3922,0.9989,-822,8,326,97.88,21775,12485,57.25,-66.9,0,normal
2024-03-15 10:00:30,30,0,takeoff,40.417945,-3.702306,14.51,1775,12,1.31,6717,2243,35.52,0.5205,0.0345,1.0054,395,-834,849,97.85,21817,9307,52.08,-65.6,0,normal
2024-03-15 10:00:31,31,0,takeoff,40.418017,-3.702179,15.37,9929,11,1.22,6585,0.45,36368,0.0081,-0.7349,1.0273,794,0.06,1799,97.91,21.77,16094,64.53,-68.5,0,normal
2024-03-15 10:00:32,32,0,takeoff,40.417871,-3.702089,16.15,14.17,12,1.51,7592,1309,38679,-0.3564,0.0286,1.0214,434,287,2015,97.91,21817,19633,70.73,-66.5,0,normal
2024-03-15 10:00:33,33,0,takeoff,40.417765,-3.702128,16.23,3978,11,1.2,5714,1162,40472,0.1494,0.3324,1.0139,-659,-74,398,97.86,21788,11087,55.03,-71.5,0,normal
2024-03-15 10:00:34,34,0,takeoff,40.417805,-3.702044,16.57,8699,11,1.38,7211,2352,40302,0.01,-0.2132,0.9784,795,-22,1792,97.96,21851,14929,61.85,-60.4,0,normal
2024-03-15 10:00:35,35,0,takeoff,40.417647,-3.701996,17.52,8002,13,1.44,7.83,137,42611,-0.1796,-88,0.9945,94,-1365,1166,97.75,21765,14621,61.59,-66.0,0,normal
2024-03-15 10:00:36,36,0,takeoff,40.417662,-3.702007,18.26,8.37,12,1.24,7496,0.39,43222,-0.0112,-0.1632,0.9956,0.18,-811,-536,98.04,21778,14851,61.62,-62.1,0,normal
2024-03-15 10:00:37,37,0,takeoff,40.417496,-3.701956,17.99,10709,12,1.23,9165,-1883,43732,-0.0297,0.4044,1.0284,1022,1578,916,97.93,21828,16772,65.54,-68.0,0,normal
2024-03-15 10:00:38,38,0,takeoff,40.41747,-3.701989,19.25,1356,13,1.22,8562,1989,45034,0.2111,0.4995,0.9952,-768,-396,1419,97.95,21799,9021,51.11,-70.3,0,normal
2024-03-15 10:00:39,39,0,takeoff,40.417487,-3.701929,19.75,5158,12,2.2,7699,-1016,46808,0.0656,-0.3387,1.0251,-202,-0.45,2311,98.05,21.74,11914,56.37,-68.7,0,normal
2024-03-15 10:00:40,40,0,takeoff,40.417455,-3.701867,20.29,7171,11,1.48,8036,181,47798,-317,-0.3999,0.9886,555,181,1113,98.02,21837,13628,60.47,-67.4,0,normal
2024-03-15 10:00:41,41,0,takeoff,40.417367,-3.701872,20.87,8861,12,1.27,8189,-447,48544,-0.0614,-0.0524,0.9902,0.13,-502,725,97.92,21781,14917,61.61,-67.6,0,normal
2024-03-15 10:00:42,42,0,takeoff,40.417292,-3.701892,21.66,8033,12,1.28,8368,-643,49553,0.2422,-83,1.0096,-1636,514,1218,98.03,21846,14571,61.24,-61.6,0,normal
2024-03-15 10:00:43,43,0,takeoff,40.417221,-3.701837,21.39,11377,12,1.41,5734,67,51177,-0.2768,-0.0013,1.0314,-418,301,1568,98.14,21807,17253,66.27,-69.8,0,normal
2024-03-15 10:00:44,44,0,takeoff,40.417101,-3.7018,22.03,8824,11,1.32,7595,731,52897,-0.1327,0.3457,0.9958,-196,-1063,2519,97.88,21741,14952,62.16,-69.1,0,normal
2024-03-15 10:00:45,45,0,takeoff,40.417077,-3.701927,22.38,4232,12,1.26,6199,-885,53997,0.4274,0.3018,0.9487,1021,-1595,1364,98.06,21893,11454,55.76,-65.0,0,normal
2024-03-15 10:00:46,46,0,takeoff,40.417028,-3.701758,23.0,4662,11,1.21,9528,-675,54949,-0.1452,-0.0715,0.9687,1363,462,548,97.87,21841,11919,55.83,-72.0,0,normal
2024-03-15 10:00:47,47,0,takeoff,40.417041,-3.701826,23.96,4715,13,1.51,7927,-1193,56501,-0.0426,-0.6399,1006,-1469,-195,1463,98.1,21842,11726,56.19,-67.3,0,normal
2024-03-15 10:00:48,48,0,takeoff,40.416943,-3.701783,23.6,15137,11,1.64,7765,-693,58.12,-0.1541,-0.1337,0.9705,-199,-299,1236,97.91,21828,20082,71.27,-66.8,0,normal
2024-03-15 10:00:49,49,0,takeoff,40.416775,-3.701741,24.24,7848,13,1.25,9061,-2.36,58997,-0.4118,0.5828,0.9827,377,-399,356,97.91,21846,14726,62.08,-66.0,0,normal
2024-03-15 10:00:50,50,0,takeoff,40.416816,-3.701869,25.41,5132,13,1.21,8.47,-1005,59939,0.3327,-0.1091,1.0002,-1625,24,442,98.1,21841,11997,56.96,-66.1,0,normal
2024-03-15 10:00:51,51,0,takeoff,40.416718,-3.701836,25.81,9931,11,1.23,6579,-1.15,61664,0.1683,-0.0557,951,-314,151,1288,98.06,21773,16225,64.81,-61.2,0,normal
2024-03-15 10:00:52,52,0,takeoff,40.416641,-3.701818,25.89,4341,11,1.31,7809,-1355,61.92,0.0967,383,0.9924,593,-896,509,97.92,21822,11574,55.33,-69.9,0,normal
2024-03-15 10:00:53,53,0,takeoff,40.416642,-3.701848,26.76,4418,13,1.27,7445,-3.27,63488,-0.0136,-0.0831,0.9767,-2128,-914,2014,98.0,21872,11.3,54.84,-69.1,0,normal
2024-03-15 10:00:54,54,0,takeoff,40.416601,-3.701729,27.1,6108,13,1.22,5697,-2947,64699,-0.5383,-0.4911,0.97,71,435,951,97.91,21836,12841,58.28,-65.5,0,normal
2024-03-15 10:00:55,55,0,takeoff,40.416534,-3.701867,27.95,13.42,12,1.32,6898,-2703,65382,0.1415,-0.2346,984,283,-1243,908,97.82,21792,18948,69.67,-66.5,0,normal
2024-03-15 10:00:56,56,0,takeoff,40.416383,-3.701863,28.02,10287,11,1.25,7432,-4473,66.99,0.1745,0.4312,0.9786,256,1051,-218,98.0,21851,16267,64.18,-66.1,0,normal
2024-03-15 10:00:57,57,0,takeoff,40.416348,-3.701838,28.81,4228,13,1.21,7432,-1661,67363,-0.2114,0.3613,1.0094,-1195,1174,2394,97.95,21801,11117,54.64,-71.5,0,normal
2024-03-15 10:00:58,58,0,takeoff,40.416319,-3.701923,29.79,4222,11,1.41,5701,-3418,70556,0.2169,-268,1.0239,389,-422,1631,97.89,21854,11528,54.95,-60.6,0,normal
2024-03-15 10:00:59,59,0,takeoff,40.416291,-3.701899,29.68,9089,11,1.37,8763,-3265,70331,0.0322,-0.3325,0.9927,1572,-609,894,98.11,21911,15177,62.5,-65.8,0,normal
2024-03-15 10:01:00,60,0,takeoff,40.416158,-3.701882,30.01,9943,13,1.55,7152,-4264,72793,-0.1882,0.0844,0.9881,-0.62,-911,999,97.89,21737,16077,63.88,-72.0,0,normal
2024-03-15 10:01:01,61,0,takeoff,40.416113,-3.701935,30.72,8625,13,1.27,7204,-5146,73219,-0.0622,0.0052,0.9917,635,642,1744,98.0,21877,15463,62.62,-65.4,0,normal
2024-03-15 10:01:02,62,0,takeoff,40.416008,-3.701945,30.89,9488,11,1.23,7517,-4549,74682,-0.1354,0.3864,0.9778,-547,1291,536,98.09,21951,15733,63.77,-70.5,0,normal
2024-03-15 10:01:03,63,0,takeoff,40.415946,-3.701991,32.22,5321,12,1.29,5.96,-3846,75356,0.0829,0.5344,0.9742,209,1519,926,97.95,21.84,12456,57.38,-64.4,0,normal
2024-03-15 10:01:04,64,0,takeoff,40.415989,-3.702066,32.05,998,13,1.5,7315,-3505,76904,0.4927,-0.3755,0.9671,319,-529,1.77,97.91,21854,8846,50.92,-71.1,0,normal
2024-03-15 10:01:05,65,0,takeoff,40.41596,-3.702002,32.42,9817,11,1.26,6181,-4123,78325,-0.1124,-0.4121,0.9734,-834,-702,2.04,98.01,21792,15.71,63.73,-64.2,0,normal
2024-03-15 10:01:06,66,0,takeoff,40.415833,-3.70196,32.75,7834,12,1.26,5392,-4037,79532,-0.4974,0.2297,1.0326,961,-278,1123,98.02,21802,14.57,62.32,-71.0,0,normal
2024-03-15 10:01:07,67,0,takeoff,40.415832,-3.702078,33.83,7.69,11,1.23,6996,-4814,80787,0.0829,-0.2151,0.9862,1347,189,574,98.07,21825,14072,60.11,-70.1,0,normal
2024-03-15 10:01:08,68,0,takeoff,40.415746,-3.7021,34.26,10529,11,2.06,7.93,-4066,81416,-3,-0.0629,0.9412,1062,757,833,98.17,21834,16554,64.36,-66.8,0,normal
2024-03-15 10:01:09,69,0,takeoff,40.415644,-3.702111,34.35,8405,13,1.88,6835,-3158,82.56,0.0238,0.5756,0.9883,-39,-165,1346,97.93,21744,15118,61.72,-69.1,0,normal
2024-03-15 10:01:10,70,0,takeoff,40.415642,-3.702245,35.17,1195,12,1.41,6892,-4006,83203,0.2869,-0.0502,0.9682,-1501,0.23,2016,98.0,21813,8983,51.41,-68.8,0,normal
2024-03-15 10:01:11,71,0,takeoff,40.415651,-3.702135,35.05,6549,11,1.25,4973,-3965,85462,-0.0817,-0.2582,1.0012,-1791,-0.31,1182,97.85,21836,13486,58.73,-71.8,0,normal
2024-03-15 10:01:12,72,0,takeoff,40.415523,-3.702249,36.06,6393,12,1.49,3487,-4536,86941,-0.2458,-0.3241,999,1208,-1816,1531,98.04,21766,13195,58.56,-68.2,0,normal
2024-03-15 10:01:13,73,0,takeoff,40.415556,-3.702218,36.64,13.44,12,1.38,6992,-6381,88408,0.0187,-0.1159,1.0011,2011,-1263,289,98.0,21831,18645,68.42,-64.6,0,normal
2024-03-15 10:01:14,74,0,takeoff,40.4153,-3.702379,37.51,7756,13,1.48,7464,-5962,88953,0.2831,0.7498,0.9992,167,1066,1046,97.96,21822,14276,61.47,-61.7,0,normal
2024-03-15 10:01:15,75,0,takeoff,40.415427,-3.702295,37.27,2609,11,1.59,6639,-4495,89617,-0.1445,-0.0292,0.9925,-1249,1.99,911,97.91,21791,9966,53.54,-64.8,0,normal
2024-03-15 10:01:16,76,0,takeoff,40.415346,-3.702392,37.62,10152,11,1.28,4169,-4985,90351,-0.2313,-0.3688,0.9709,-2517,-516,1191,97.94,21836,16.39,63.73,-65.2,0,normal
2024-03-15 10:01:17,77,0,takeoff,40.415285,-3.70245,38.23,6964,13,1.69,2965,-4551,92921,0.0453,-0.0731,0.9985,-21,674,1942,98.0,21843,13825,60.68,-72.3,0,normal
2024-03-15 10:01:18,78,0,takeoff,40.415264,-3.702513,38.6,10651,13,1.66,2845,-3322,92702,0.1822,1,1.0204,-794,1341,1022,97.88,21781,16592,64.26,-67.3,0,normal
2024-03-15 10:01:19,79,0,takeoff,40.41512,-3.702587,39.9,5564,11,1.36,1873,-4273,94.63,0.0992,0.6159,1.0363,44,-447,1706,97.94,21865,12828,58.17,-69.3,0,normal
2024-03-15 10:01:20,80,0,takeoff,40.415171,-3.702564,40.46,4242,13,1.43,3529,-3733,95888,-423,0.2927,0.9952,1437,-76,1178,97.98,21846,11.44,55.17,-71.8,0,normal
2024-03-15 10:01:21,81,0,takeoff,40.415164,-3.702669,40.6,10962,11,1.31,5346,-4881,97165,-0.1919,-0.4694,0.9974,143,-75,1261,97.82,21867,16.96,65.33,-71.0,0,normal
2024-03-15 10:01:22,82,0,takeoff,40.415185,-3.702827,41.37,9388,12,1.41,3006,-5759,98418,0.5558,-0.5855,1.01,-1.16,-524,1061,97.87,21795,16131,63.55,-65.1,0,normal
2024-03-15 10:01:23,83,0,takeoff,40.415053,-3.702838,41.54,9912,12,1.36,3292,-4979,99669,0.2812,0.1495,1.0299,0.33,-118,217,97.91,21789,16514,65.56,-68.9,0,normal
2024-03-15 10:01:24,84,0,takeoff,40.415007,-3.702846,41.97,3729,13,1.28,4331,-5686,99592,-0.1799,0.5975,0.9903,-887,609,1784,98.13,21837,10975,54.69,-71.7,0,normal
2024-03-15 10:01:25,85,0,takeoff,40.414993,-3.702877,42.4,4731,12,1.28,1942,-3276,102007,-0.0644,0.1357,1.0139,-755,0.09,1.0,97.89,21861,11885,56.51,-69.2,0,normal
2024-03-15 10:01:26,86,0,takeoff,40.415036,-3.702951,42.91,3034,11,1.41,4614,-3989,102085,-0.2364,-0.4277,0.9835,0.76,325,1116,97.97,21809,10266,52.94,-66.3,0,normal
2024-03-15 10:01:27,87,0,takeoff,40.414981,-3.702945,43.04,11161,12,1.83,4305,-4196,104766,-0.2265,-0.0867,1.0066,-2179,-4,1554,97.87,21793,17108,65.09,-69.3,0,normal
2024-03-15 10:01:28,88,0,takeoff,40.414914,-3.703161,44.08,7514,12,1.25,1497,-3.41,105322,0.2403,0.3256,1.0194,-1937,-1635,1.19,97.89,21901,14148,60.24,-70.8,0,normal
2024-03-15 10:01:29,89,0,takeoff,40.414944,-3.703115,44.49,4793,12,1.3,699,-6589,105721,0.1306,0.0926,0.9742,567,-465,1701,97.83,21723,11757,56.42,-70.0,0,normal
2024-03-15 10:01:30,90,0,takeoff,40.414903,-3.703273,45.22,3954,11,1.53,1966,-3896,107593,0.1417,-224,0.9895,151,908,1399,98.04,21848,11432,55.52,-64.5,0,normal
2024-03-15 10:01:31,91,0,takeoff,40.414928,-3.703204,45.53,4328,13,1.23,447,-5702,108915,-0.1225,-0.2269,1.0191,-749,-146,2315,97.84,21789,11467,56.13,-73.4,0,normal
2024-03-15 10:01:32,92,0,takeoff,40.414828,-3.703307,45.95,7872,11,2.23,-789,-4.3,110995,-295,0.1583,1.0123,1228,206,1446,98.06,21822,14.23,60.68,-68.1,0,normal
2024-03-15 10:01:33,93,0,takeoff,40.414832,-3.703343,46.24,6791,13,1.43,1.87,-4498,111698,0.1561,0.0145,1.0207,893,648,567,98.02,21778,13575,59.44,-67.6,0,normal
2024-03-15 10:01:34,94,0,takeoff,40.414816,-3.703468,47.02,5564,12,1.68,1526,-3412,112972,0.3108,0.0525,1017,-933,792,1208,97.96,21782,12409,57.6,-69.5,0,normal
2024-03-15 10:01:35,95,0,takeoff,40.414751,-3.703423,47.72,1611,12,1.56,-14,-3727,114591,-0.1588,0.4324,0.9932,-1.77,452,1776,98.06,21814,9303,51.8,-70.2,0,normal
2024-03-15 10:01:36,96,0,takeoff,40.414831,-3.703497,47.66,7857,12,1.5,-1982,-2484,115152,-0.3472,-0.1078,1044,-2173,-404,2135,98.28,21.9,14767,62.05,-64.3,0,normal
2024-03-15 10:01:37,97,0,takeoff,40.414822,-3.703583,48.53,7805,11,1.21,-2208,-4.3,116777,0.0999,-0.2614,1.0027,-52,325,1555,98.02,21869,14129,60.71,-64.3,0,normal
2024-03-15 10:01:38,98,0,takeoff,40.414804,-3.703681,49.07,5.56,12,1.3,-869,-2851,117942,0.0313,-0.1367,0.9389,0.09,433,407,97.86,21707,12766,58.43,-66.9,0,normal
2024-03-15 10:01:39,99,0,takeoff,40.414789,-3.703708,49.28,7784,11,1.25,-1862,-3255,118157,0.0725,0.0307,0.9944,-619,-222,1335,98.12,21785,14127,60.79,-68.9,0,normal
2024-03-15 10:01:40,100,0,takeoff,40.414729,-3.703835,49.82,4677,11,1.61,-1934,-4904,120736,0.3031,0.3686,0.9906,908,-768,785,97.99,21848,11575,56.52,-67.0,0,normal
2024-03-15 10:01:41,101,0,takeoff,40.41478,-3.70382,50.57,3127,13,1.43,-559,-4033,120.49,-0.0113,-0.0331,1.0159,616,509,753,98.18,21888,10533,54.37,-66.0,0,normal
2024-03-15 10:01:42,102,0,takeoff,40.414787,-3.703843,50.66,5032,13,1.22,-1165,-3105,122859,-0.5189,-0.1275,991,-929,725,818,97.92,21734,12589,58.53,-67.6,0,normal
2024-03-15 10:01:43,103,0,takeoff,40.414769,-3.703935,51.6,10345,13,1.29,-647,-1679,122841,-0.1197,0.2574,1022,-1.03,353,1081,98.1,21884,16498,64.43,-66.0,0,normal
2024-03-15 10:01:44,104,0,takeoff,40.414808,-3.704087,51.73,8077,13,1.21,-3744,-2.16,125101,0.2367,0.2888,1.0112,-1196,-968,2105,97.97,21816,14588,61.68,-68.3,0,normal
2024-03-15 10:01:45,105,0,takeoff,40.414845,-3.704095,52.82,9.46,11,1.47,-3218,-3619,126931,0.1178,-0.1685,0.98,1112,-791,922,98.23,21904,15523,62.25,-76.6,0,normal
2024-03-15 10:01:46,106,0,takeoff,40.41493,-3.704239,53.7,4756,11,1.31,-2144,-2415,127094,0.2767,-0.5031,0.9972,762,1819,0.56,97.94,21768,11736,56.6,-67.7,0,normal
2024-03-15 10:01:47,107,0,takeoff,40.414857,-3.704208,53.24,3253,13,1.25,-2761,-77,128272,-0.3073,0.0348,0.9845,0.15,0.59,1786,98.27,21803,10352,53.66,-65.1,0,normal
2024-03-15 10:01:48,108,0,takeoff,40.414876,-3.704275,54.16,10356,13,1.35,-1701,-1801,129905,-0.3546,-0.0639,1.0037,367,-1721,1067,98.01,21809,16655,65.45,-67.1,0,normal
2024-03-15 10:01:49,109,0,takeoff,40.414876,-3.704451,54.28,9345,13,1.21,-3273,-2053,130635,0.4503,0.0855,0.9844,-0.49,117,1419,98.05,21819,15576,63.88,-66.2,0,normal
2024-03-15 10:01:50,110,0,takeoff,40.414802,-3.704476,55.31,2856,13,1.26,-1792,-1045,132909,0.2778,0.6133,1.0015,-632,1019,1242,98.14,21832,10326,53.99,-68.2,0,normal
2024-03-15 10:01:51,111,0,takeoff,40.414917,-3.704492,55.12,8424,13,1.24,-3591,-582,133296,-0.2888,0.3607,0.9946,-483,-826,1437,97.89,21782,14797,61.43,-67.8,0,normal
2024-03-15 10:01:52,112,0,takeoff,40.414943,-3.704551,56.14,11734,13,1.73,-3188,-1608,134.24,0.0093,-0.2894,997,-924,-94,771,98.06,21919,17814,66.52,-66.7,0,normal
2024-03-15 10:01:53,113,0,takeoff,40.415088,-3.704655,56.24,4136,13,1.29,-5069,-453,135.33,267,-0.6351,1041,-714,804,1345,97.94,21725,11492,55.95,-61.3,0,normal
2024-03-15 10:01:54,114,0,takeoff,40.414981,-3.704632,56.94,3556,12,1.38,-4878,-1088,136334,-0.1493,0.1098,0.9928,1526,1204,804,97.98,21777,10828,54.35,-64.7,0,normal
2024-03-15 10:01:55,115,0,takeoff,40.415033,-3.704695,57.19,7023,13,1.34,-4.01,159,137686,-0.2959,0.1221,0.9613,951,668,1521,97.97,21796,14094,60.7,-65.1,0,normal
2024-03-15 10:01:56,116,0,takeoff,40.415046,-3.704773,58.25,6641,13,1.42,-3.37,-192,139025,0.2176,0.1631,1.0203,-202,-4,1508,98.02,21828,13348,58.77,-66.6,0,normal
2024-03-15 10:01:57,117,0,takeoff,40.41502,-3.704856,58.25,7108,11,1.27,-4627,0.32,140156,0.4269,492,1.0202,-1646,-515,1665,98.02,21861,13408,58.67,-71.3,0,normal
2024-03-15 10:01:58,118,0,takeoff,40.415168,-3.704819,59.17,9222,13,1.23,-5792,-721,141271,-0.3109,-0.1798,0.9604,-648,4,1654,97.91,21848,15191,62.22,-63.5,0,normal
2024-03-15 10:01:59,119,0,takeoff,40.415183,-3.704841,59.4,7892,13,1.22,-4224,-583,143849,-0.4923,-472,986,-1482,1619,0.55,97.98,21872,14317,61.02,-64.4,0,normal
2024-03-15 10:02:00,120,0,takeoff,40.415222,-3705,64.63,9195,13,1.24,-8685,1383,143485,303,0.1482,1.0087,-1321,-8,0.32,97.73,21796,15441,62.85,-66.1,0,normal
2024-03-15 10:02:01,121,0,cruise,40.415174,-3.705056,64.72,6305,11,1.33,-7932,557,145273,0.2574,0.1591,1.0105,1395,323,2088,98.06,21748,13.24,58.42,-67.4,0,normal
2024-03-15 10:02:02,122,0,cruise,40.415329,-3.70505,64.47,4616,11,1.25,-5571,1119,146696,-0.1721,-202,0.9999,902,-0.22,2362,98.13,21764,11509,56.62,-65.5,0,normal
2024-03-15 10:02:03,123,0,cruise,40.41523,-3.705141,64.78,5.9,12,1.31,-6529,724,147915,0.0852,0.5883,1.0004,514,73,1454,97.98,21876,12676,57.75,-68.0,0,normal
2024-03-15 10:02:04,124,0,cruise,40.415371,-3.705176,65.19,14934,11,1.21,-5969,2124,148771,-0.0917,-0.0641,0.9812,585,-34,351,97.8,21839,19842,69.58,-65.0,0,normal
2024-03-15 10:02:05,125,0,cruise,40.415495,-3.705177,64.51,7613,11,1.4,-6761,811,149.88,-0.0175,-0.8836,952,55,0.17,1728,98.04,21861,14457,61.49,-69.6,0,normal
2024-03-15 10:02:06,126,0,cruise,40.415381,-3.705353,65.11,3482,12,1.62,-6287,1473,151426,0.4208,0.3791,1041,-573,1041,855,97.88,21.76,11165,55.09,-73.1,0,normal
2024-03-15 10:02:07,127,0,cruise,40.415449,-3.705234,65.22,8155,11,1.21,-8077,2583,152533,-0.2533,0.3766,0.9806,-882,982,848,97.98,21802,14974,61.87,-70.8,0,normal
2024-03-15 10:02:08,128,0,cruise,40.41553,-3.705337,64.55,8978,12,1.25,-6534,3155,153471,-0.2273,-0.3416,1.0035,655,-295,837,98.03,21808,15263,62.38,-66.8,0,normal
2024-03-15 10:02:09,129,0,cruise,40.415549,-3.705401,64.37,3811,12,1.28,-6136,1.64,154019,228,0.0967,0.9968,143,807,1325,98.01,21774,11431,55.48,-68.2,0,normal
2024-03-15 10:02:10,130,0,cruise,40.415547,-3.705422,64.91,7.53,11,1.27,-5967,4302,155766,-0.1656,0.3302,1.0179,87,538,1337,98.07,21848,13939,60.93,-67.7,0,normal
